movie_id,average_rating,Number_of_votes,title,original_title,start_year,runtime_minutes,studio,domestic_gross_x,foreign_gross,year,total_gross,production_budget,domestic_gross_y,worldwide_gross,ROI,genres
tt1189340,7.3,196109,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,LGF,58000000.0,17000000,2011,75000000.0,40000000,58009200,87145086,47145086,Crime
tt1189340,7.3,196109,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,LGF,58000000.0,17000000,2011,75000000.0,40000000,58009200,87145086,47145086,Drama
tt1189340,7.3,196109,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,LGF,58000000.0,17000000,2011,75000000.0,40000000,58009200,87145086,47145086,Thriller
tt1506999,5.8,78681,Haywire,Haywire,2011,93.0,Rela.,18900000.0,14400000,2012,33300000.0,23000000,18942396,36374700,13374700,Action
tt1506999,5.8,78681,Haywire,Haywire,2011,93.0,Rela.,18900000.0,14400000,2012,33300000.0,23000000,18942396,36374700,13374700,Drama
tt1506999,5.8,78681,Haywire,Haywire,2011,93.0,Rela.,18900000.0,14400000,2012,33300000.0,23000000,18942396,36374700,13374700,Thriller
tt1508675,7.2,18490,Le Havre,Le Havre,2011,93.0,Jan.,612000.0,9900000,2011,10512000.0,5500000,611709,13480196,7980196,Comedy
tt1508675,7.2,18490,Le Havre,Le Havre,2011,93.0,Jan.,612000.0,9900000,2011,10512000.0,5500000,611709,13480196,7980196,Drama
tt1778304,5.8,85689,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,Par.,104000000.0,103000000,2011,207000000.0,5000000,104028807,207039844,202039844,Horror
tt1778304,5.8,85689,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,Par.,104000000.0,103000000,2011,207000000.0,5000000,104028807,207039844,202039844,Mystery
tt1778304,5.8,85689,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,Par.,104000000.0,103000000,2011,207000000.0,5000000,104028807,207039844,202039844,Thriller
tt1152830,6.9,87,The Joneses,The Joneses,2011,117.0,RAtt.,1500000.0,5500000,2010,7000000.0,10000000,1475746,3541565,-6458435,Comedy
tt1152830,6.9,87,The Joneses,The Joneses,2011,117.0,RAtt.,1500000.0,5500000,2010,7000000.0,10000000,1475746,3541565,-6458435,Drama
tt4360484,5.9,15,The Joneses,The Joneses,2016,80.0,RAtt.,1500000.0,5500000,2010,7000000.0,10000000,1475746,3541565,-6458435,Biography
tt4360484,5.9,15,The Joneses,The Joneses,2016,80.0,RAtt.,1500000.0,5500000,2010,7000000.0,10000000,1475746,3541565,-6458435,Documentary
tt1291584,8.2,403755,Warrior,Warrior,2011,140.0,LGF,13700000.0,9400000,2011,23100000.0,25000000,13657115,24215385,-784615,Drama
tt1291584,8.2,403755,Warrior,Warrior,2011,140.0,LGF,13700000.0,9400000,2011,23100000.0,25000000,13657115,24215385,-784615,Sport
tt0479997,5.4,85777,Season of the Witch,Season of the Witch,2011,95.0,Rela.,24800000.0,66800000,2011,91600000.0,40000000,24827228,91126600,51126600,Action
tt0479997,5.4,85777,Season of the Witch,Season of the Witch,2011,95.0,Rela.,24800000.0,66800000,2011,91600000.0,40000000,24827228,91126600,51126600,Adventure
tt0479997,5.4,85777,Season of the Witch,Season of the Witch,2011,95.0,Rela.,24800000.0,66800000,2011,91600000.0,40000000,24827228,91126600,51126600,Fantasy
tt1615918,4.4,28158,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,Fox,133100000.0,209600000,2011,342700000.0,80000000,133107389,349088523,269088523,Adventure
tt1615918,4.4,28158,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,Fox,133100000.0,209600000,2011,342700000.0,80000000,133107389,349088523,269088523,Animation
tt1615918,4.4,28158,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,Fox,133100000.0,209600000,2011,342700000.0,80000000,133107389,349088523,269088523,Comedy
tt1650062,7.0,320575,Super 8,Super 8,2011,112.0,Par.,127000000.0,133100000,2011,260100000.0,50000000,127004179,257972745,207972745,Mystery
tt1650062,7.0,320575,Super 8,Super 8,2011,112.0,Par.,127000000.0,133100000,2011,260100000.0,50000000,127004179,257972745,207972745,Sci-Fi
tt1650062,7.0,320575,Super 8,Super 8,2011,112.0,Par.,127000000.0,133100000,2011,260100000.0,50000000,127004179,257972745,207972745,Thriller
tt0472181,5.5,77577,The Smurfs,The Smurfs,2011,103.0,Sony,142600000.0,421100000,2011,563700000.0,110000000,142614158,563749323,453749323,Adventure
tt0472181,5.5,77577,The Smurfs,The Smurfs,2011,103.0,Sony,142600000.0,421100000,2011,563700000.0,110000000,142614158,563749323,453749323,Animation
tt0472181,5.5,77577,The Smurfs,The Smurfs,2011,103.0,Sony,142600000.0,421100000,2011,563700000.0,110000000,142614158,563749323,453749323,Comedy
tt0471042,6.2,125102,Tower Heist,Tower Heist,2011,104.0,Uni.,78000000.0,74900000,2011,152900000.0,85000000,78046570,150422946,65422946,Action
tt0471042,6.2,125102,Tower Heist,Tower Heist,2011,104.0,Uni.,78000000.0,74900000,2011,152900000.0,85000000,78046570,150422946,65422946,Comedy
tt0471042,6.2,125102,Tower Heist,Tower Heist,2011,104.0,Uni.,78000000.0,74900000,2011,152900000.0,85000000,78046570,150422946,65422946,Crime
tt1440161,6.3,26441,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,MNE,15400.0,1300000,2012,1315400.0,12500000,10011,1100287,-11399713,Comedy
tt1440161,6.3,26441,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,MNE,15400.0,1300000,2012,1315400.0,12500000,10011,1100287,-11399713,Drama
tt1440161,6.3,26441,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,MNE,15400.0,1300000,2012,1315400.0,12500000,10011,1100287,-11399713,Fantasy
tt1615147,7.1,107264,Margin Call,Margin Call,2011,107.0,RAtt.,5400000.0,14200000,2011,19600000.0,3400000,5353586,20433227,17033227,Drama
tt1615147,7.1,107264,Margin Call,Margin Call,2011,107.0,RAtt.,5400000.0,14200000,2011,19600000.0,3400000,5353586,20433227,17033227,Thriller
tt1242460,7.5,123619,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,Osci.,1700000.0,4300000,2011,6000000.0,7000000,1738692,10765283,3765283,Drama
tt1242460,7.5,123619,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,Osci.,1700000.0,4300000,2011,6000000.0,7000000,1738692,10765283,3765283,Mystery
tt1242460,7.5,123619,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,Osci.,1700000.0,4300000,2011,6000000.0,7000000,1738692,10765283,3765283,Thriller
tt1633356,4.0,23190,Shark Night 3D,Shark Night 3D,2011,90.0,Rela.,18900000.0,21300000,2011,40200000.0,25000000,18877153,18877153,-6122847,Horror
tt1633356,4.0,23190,Shark Night 3D,Shark Night 3D,2011,90.0,Rela.,18900000.0,21300000,2011,40200000.0,25000000,18877153,18877153,-6122847,Thriller
tt0458339,6.9,668137,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,Par.,176700000.0,193900000,2011,370600000.0,140000000,176654505,370569776,230569776,Action
